city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
190969,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
190969,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3146808,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146808,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146922,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146922,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146888,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146888,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
190971,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
190971,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146875,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146875,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
201015,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
201015,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147191,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147191,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146910,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146910,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146717,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146717,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146940,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146940,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
196171,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
196171,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3147263,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147263,2018-11-29,Night,Clear,13,13,NE 6 km/h, 9 km/h
3146965,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146965,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146923,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146923,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146963,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146963,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3312801,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3312801,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146894,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146894,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
201023,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
201023,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146616,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146616,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
190968,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
190968,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
196168,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
196168,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146743,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146743,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146594,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146594,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146932,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146932,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3312802,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3312802,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146944,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146944,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146563,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146563,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146890,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146890,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147208,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147208,2018-11-29,Night,Clear,13,13,NE 6 km/h, 9 km/h
3147028,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3147028,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146653,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146653,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3147201,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147201,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3147002,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3147002,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146871,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146871,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146574,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146574,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146739,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146739,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146880,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146880,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146995,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146995,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147024,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3147024,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147125,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147125,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3146656,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146656,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146855,2018-11-29,Day,Plenty of sun,30,33,NNW 4 km/h, 9 km/h
3146855,2018-11-29,Night,Clear,13,13,E 6 km/h, 7 km/h
3147136,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147136,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3147131,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147131,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146949,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146949,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146830,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146830,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147173,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147173,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3146707,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146707,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
190967,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
190967,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146575,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146575,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146660,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146660,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3147118,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147118,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3146573,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146573,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
3146650,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146650,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146579,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146579,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146852,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146852,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146821,2018-11-29,Day,Plenty of sun,30,33,NNW 4 km/h, 9 km/h
3146821,2018-11-29,Night,Clear,13,13,E 6 km/h, 7 km/h
3146630,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146630,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3147319,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147319,2018-11-29,Night,Clear,13,13,NE 6 km/h, 9 km/h
3147223,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147223,2018-11-29,Night,Clear,13,13,NE 6 km/h, 9 km/h
3147170,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147170,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3147056,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147056,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3147281,2018-11-29,Day,Hazy sun,28,30,NNW 7 km/h, 13 km/h
3147281,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 9 km/h
3146775,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146775,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3312803,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3312803,2018-11-29,Night,Clear,12,12,E 6 km/h, 9 km/h
3146933,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146933,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146838,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146838,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146675,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146675,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3147097,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147097,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3147169,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147169,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146836,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146836,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3146947,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146947,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3147060,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147060,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3147038,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147038,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146870,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146870,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146980,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146980,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146916,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146916,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147236,2018-11-29,Day,Hazy sun,28,30,NNW 7 km/h, 13 km/h
3147236,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 9 km/h
3147364,2018-11-29,Day,Partly sunny; pleasant,30,33,NW 4 km/h, 13 km/h
3147364,2018-11-29,Night,Partly cloudy,14,14,NNE 4 km/h, 9 km/h
3146562,2018-11-29,Day,Plenty of sunshine,30,33,NNE 6 km/h, 9 km/h
3146562,2018-11-29,Night,Mainly clear,12,12,ENE 6 km/h, 9 km/h
190970,2018-11-29,Day,Hazy sun,28,30,NNW 7 km/h, 13 km/h
190970,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 9 km/h
3146811,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146811,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146935,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146935,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147073,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
3147073,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
3147013,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3147013,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3146937,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146937,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147093,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147093,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
3146946,2018-11-29,Day,Brilliant sunshine,30,33,N 4 km/h, 17 km/h
3146946,2018-11-29,Night,Partly cloudy,14,14,NE 4 km/h, 9 km/h
3352122,2018-11-29,Day,Sunshine and patchy clouds,26,27,WNW 6 km/h, 20 km/h
3352122,2018-11-29,Night,Partly cloudy,13,13,NW 4 km/h, 7 km/h
3147340,2018-11-29,Day,Partly sunny,31,33,NW 4 km/h, 13 km/h
3147340,2018-11-29,Night,Partly cloudy,15,15,NNE 4 km/h, 9 km/h
3146849,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146849,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
3147065,2018-11-29,Day,Hazy sunshine,27,30,NNW 7 km/h, 11 km/h
3147065,2018-11-29,Night,Hazy,14,14,NE 7 km/h, 11 km/h
201031,2018-11-29,Day,Plenty of sunshine,30,32,NW 6 km/h, 13 km/h
201031,2018-11-29,Night,Clear,13,14,NE 6 km/h, 9 km/h
70,2018-11-29,Day,Mostly sunny; pleasant,31,35,ENE 13 km/h, 37 km/h
70,2018-11-29,Night,"Mostly cloudy, very warm; a couple of showers late",27,29,NE 7 km/h, 13 km/h
190964,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
190964,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147363,2018-11-29,Day,Partly sunny; pleasant,30,33,NW 4 km/h, 13 km/h
3147363,2018-11-29,Night,Partly cloudy,14,14,NNE 4 km/h, 9 km/h
3146887,2018-11-29,Day,Sunny,30,33,N 2 km/h, 11 km/h
3146887,2018-11-29,Night,Mostly clear,14,14,NE 4 km/h, 9 km/h
3147155,2018-11-29,Day,Hazy sunshine,28,31,N 7 km/h, 15 km/h
3147155,2018-11-29,Night,Hazy,14,15,NE 7 km/h, 11 km/h
3146733,2018-11-29,Day,Plenty of sunshine,29,32,NNW 6 km/h, 9 km/h
3146733,2018-11-29,Night,Clear,12,13,E 6 km/h, 9 km/h
201478,2018-11-29,Day,Periods of clouds and sunshine; nice and warm,25,27,NW 6 km/h, 9 km/h
201478,2018-11-29,Night,Mainly clear,5,5,NE 7 km/h, 11 km/h
191351,2018-11-29,Day,Hazy sunshine; unseasonably hot,36,37,WSW 6 km/h, 11 km/h
191351,2018-11-29,Night,Hazy,11,12,NNE 7 km/h, 9 km/h
3008300,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3008300,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3010869,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3010869,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3016643,2018-11-29,Day,Hazy sunshine; very warm,34,34,W 7 km/h, 15 km/h
3016643,2018-11-29,Night,Hazy,12,13,NW 6 km/h, 9 km/h
3006345,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3006345,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
191354,2018-11-29,Day,Intervals of clouds and sunshine,33,33,S 6 km/h, 11 km/h
191354,2018-11-29,Night,Partly cloudy,10,11,ENE 7 km/h, 9 km/h
3007407,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3007407,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3004113,2018-11-29,Day,Intervals of clouds and sunshine,27,29,WNW 4 km/h, 9 km/h
3004113,2018-11-29,Night,Mostly clear,11,10,NE 4 km/h, 9 km/h
3008782,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3008782,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3007734,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3007734,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
191356,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
191356,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
191348,2018-11-29,Day,Hazy sunshine; very warm,34,34,W 7 km/h, 15 km/h
191348,2018-11-29,Night,Hazy,12,13,NW 6 km/h, 9 km/h
3008829,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3008829,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3016493,2018-11-29,Day,Hazy sunshine; very warm,33,34,WNW 7 km/h, 13 km/h
3016493,2018-11-29,Night,Hazy,12,13,NNW 6 km/h, 9 km/h
191347,2018-11-29,Day,Partly sunny; very warm,29,31,SSW 6 km/h, 9 km/h
191347,2018-11-29,Night,Partly cloudy; chilly,5,7,SSE 6 km/h, 7 km/h
191361,2018-11-29,Day,Partial sunshine; very warm,34,35,WNW 7 km/h, 22 km/h
191361,2018-11-29,Night,Partly cloudy,11,12,NE 7 km/h, 9 km/h
3008453,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3008453,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
201458,2018-11-29,Day,Intervals of clouds and sunshine,27,29,WNW 4 km/h, 9 km/h
201458,2018-11-29,Night,Mostly clear,11,10,NE 4 km/h, 9 km/h
191350,2018-11-29,Day,Sunshine and patchy clouds; very warm,32,34,W 4 km/h, 9 km/h
191350,2018-11-29,Night,Patchy clouds; chilly,4,6,E 6 km/h, 9 km/h
3016458,2018-11-29,Day,Hazy sunshine; very warm,33,34,WNW 7 km/h, 13 km/h
3016458,2018-11-29,Night,Hazy,12,13,NNW 6 km/h, 9 km/h
3008023,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3008023,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3009303,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3009303,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
201454,2018-11-29,Day,A blend of sun and clouds; pleasant,25,26,WNW 6 km/h, 11 km/h
201454,2018-11-29,Night,Mainly clear,6,7,NNE 7 km/h, 11 km/h
3009170,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
191346,2018-11-29,Day,Sunshine and patchy clouds; delightful,24,26,W 6 km/h, 9 km/h
3009170,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
191346,2018-11-29,Night,Becoming cloudy,8,7,NW 7 km/h, 11 km/h
3016432,2018-11-29,Day,Hazy sunshine; very warm,33,34,WNW 7 km/h, 13 km/h
3016432,2018-11-29,Night,Hazy,12,13,NNW 6 km/h, 9 km/h
196520,2018-11-29,Day,Intervals of clouds and sunshine; pleasant,22,23,SSW 6 km/h, 9 km/h
196520,2018-11-29,Night,Clear,5,5,NNE 7 km/h, 9 km/h
3015961,2018-11-29,Day,Hazy sunshine; very warm,33,34,WNW 7 km/h, 13 km/h
3015961,2018-11-29,Night,Hazy,12,13,NNW 6 km/h, 9 km/h
3004036,2018-11-29,Day,Intervals of clouds and sunshine,27,29,WNW 4 km/h, 9 km/h
3004036,2018-11-29,Night,Mostly clear,11,10,NE 4 km/h, 9 km/h
3004108,2018-11-29,Day,Intervals of clouds and sunshine,27,29,WNW 4 km/h, 9 km/h
3004108,2018-11-29,Night,Mostly clear,11,10,NE 4 km/h, 9 km/h
3009399,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3009399,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3005950,2018-11-29,Day,Intervals of clouds and sunshine,33,33,S 6 km/h, 11 km/h
3005950,2018-11-29,Night,Partly cloudy,10,11,ENE 7 km/h, 9 km/h
3005499,2018-11-29,Day,Intervals of clouds and sunshine,27,29,WNW 4 km/h, 9 km/h
3005499,2018-11-29,Night,Mostly clear,11,10,NE 4 km/h, 9 km/h
191357,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
191357,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3016559,2018-11-29,Day,Hazy sunshine; unseasonably hot,36,37,WSW 6 km/h, 11 km/h
3016559,2018-11-29,Night,Hazy,11,12,NNE 7 km/h, 9 km/h
3138243,2018-11-29,Day,Hazy sun,32,32,WNW 9 km/h, 15 km/h
3138243,2018-11-29,Night,Hazy,12,14,WNW 7 km/h, 11 km/h
890993,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
890993,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3010580,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3010580,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3009763,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3009763,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
3006499,2018-11-29,Day,Hazy sunshine,32,32,WNW 7 km/h, 13 km/h
3006499,2018-11-29,Night,Hazy,10,12,NNE 6 km/h, 9 km/h
191358,2018-11-29,Day,Hazy sun,32,32,WNW 7 km/h, 13 km/h
191358,2018-11-29,Night,Hazy,11,12,N 7 km/h, 9 km/h
191365,2018-11-29,Day,Hazy sunshine; very warm,34,34,W 7 km/h, 15 km/h
191365,2018-11-29,Night,Hazy,12,13,NW 6 km/h, 9 km/h
3016049,2018-11-29,Day,Hazy sun,32,32,WNW 9 km/h, 15 km/h
3016049,2018-11-29,Night,Hazy,12,14,WNW 7 km/h, 11 km/h
3016288,2018-11-29,Day,Hazy sunshine; very warm,33,34,WNW 7 km/h, 13 km/h
3016288,2018-11-29,Night,Hazy,12,13,NNW 6 km/h, 9 km/h
3138204,2018-11-29,Day,Hazy sunshine; very warm,33,33,WNW 7 km/h, 13 km/h
3138204,2018-11-29,Night,Hazy,11,12,NNW 6 km/h, 9 km/h
191342,2018-11-29,Day,Hazy sun,32,32,WNW 9 km/h, 15 km/h
191342,2018-11-29,Night,Hazy,12,14,WNW 7 km/h, 11 km/h
196519,2018-11-29,Day,Intervals of clouds and sunshine,27,29,E 6 km/h, 17 km/h
196519,2018-11-29,Night,Clear to partly cloudy; chilly; freezing temperatures in the normally colder spots,2,4,ENE 6 km/h, 7 km/h
