city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
3349190,2018-11-29,Day,Sunshine and patchy clouds; nice,24,28,NW 4 km/h, 7 km/h
3349190,2018-11-29,Night,Mainly clear,4,4,W 6 km/h, 9 km/h
3334132,2018-11-29,Day,Sunshine and patchy clouds; very warm,32,34,ENE 6 km/h, 9 km/h
3334132,2018-11-29,Night,Mainly clear,10,11,WNW 6 km/h, 9 km/h
3348819,2018-11-29,Day,Mostly sunny; nice,18,21,W 7 km/h, 15 km/h
3348819,2018-11-29,Night,Mainly clear; cold,1,2,ENE 7 km/h, 11 km/h
3349196,2018-11-29,Day,Sunshine and patchy clouds; nice,24,28,NW 4 km/h, 7 km/h
3349196,2018-11-29,Night,Mainly clear,4,4,W 6 km/h, 9 km/h
3333871,2018-11-29,Day,Partial sunshine; very warm,31,33,SE 6 km/h, 9 km/h
3333871,2018-11-29,Night,Partly cloudy; cool,8,8,NE 6 km/h, 7 km/h
3349274,2018-11-29,Day,Sunshine and patchy clouds; very warm,30,32,ENE 6 km/h, 9 km/h
3349274,2018-11-29,Night,Mainly clear,10,10,WNW 6 km/h, 9 km/h
3349258,2018-11-29,Day,Partly sunny; nice and warm,22,25,SSE 6 km/h, 9 km/h
3349258,2018-11-29,Night,Clear to partly cloudy,6,6,NNW 7 km/h, 9 km/h
3350490,2018-11-29,Day,Some sun; nice,18,22,E 6 km/h, 9 km/h
3350490,2018-11-29,Night,Mainly clear; chilly,2,2,NW 6 km/h, 9 km/h
3350486,2018-11-29,Day,Turning colder this morning; thickening clouds,11,15,SE 7 km/h, 13 km/h
3350486,2018-11-29,Night,Becoming clear,6,7,NNW 7 km/h, 11 km/h
3334070,2018-11-29,Day,Sunshine and patchy clouds; pleasant,26,29,NE 6 km/h, 9 km/h
3334070,2018-11-29,Night,Mainly clear,6,6,W 6 km/h, 9 km/h
3349092,2018-11-29,Day,Sunshine and patchy clouds; very warm,32,34,ENE 6 km/h, 9 km/h
3349092,2018-11-29,Night,Mainly clear,10,11,WNW 6 km/h, 9 km/h
3349276,2018-11-29,Day,Sunshine and patchy clouds; beautiful,25,28,E 6 km/h, 9 km/h
3349276,2018-11-29,Night,Clear,9,8,NNW 7 km/h, 11 km/h
3349854,2018-11-29,Day,More sunshine than clouds; very warm,28,31,S 6 km/h, 9 km/h
3349854,2018-11-29,Night,Clear,9,9,NW 7 km/h, 9 km/h
3350586,2018-11-29,Day,Partly sunny; mild,22,24,SSW 6 km/h, 9 km/h
3350586,2018-11-29,Night,Mainly clear; chilly,4,4,NW 6 km/h, 9 km/h
3347508,2018-11-29,Day,Mostly sunny,30,32,ESE 6 km/h, 11 km/h
3347508,2018-11-29,Night,Clear,11,11,N 6 km/h, 9 km/h
3349613,2018-11-29,Day,More sunshine than clouds; very warm,28,31,S 6 km/h, 9 km/h
3349613,2018-11-29,Night,Clear,9,9,NW 7 km/h, 9 km/h
3349908,2018-11-29,Day,Partial sunshine; nice and warm,24,27,S 6 km/h, 11 km/h
3349908,2018-11-29,Night,Clear to partly cloudy,7,7,N 6 km/h, 9 km/h
3350023,2018-11-29,Day,More sunshine than clouds; very warm,28,31,S 6 km/h, 9 km/h
3350023,2018-11-29,Night,Clear,9,9,NW 7 km/h, 9 km/h
3348580,2018-11-29,Day,Mostly sunny; nice,23,26,E 6 km/h, 11 km/h
3348580,2018-11-29,Night,Clear,6,6,WNW 7 km/h, 9 km/h
3350049,2018-11-29,Day,More sunshine than clouds; very warm,30,32,SE 6 km/h, 9 km/h
3350049,2018-11-29,Night,Mainly clear,8,8,NW 7 km/h, 9 km/h
3350334,2018-11-29,Day,More sunshine than clouds; very warm,30,32,SE 6 km/h, 9 km/h
3350334,2018-11-29,Night,Mainly clear,8,8,NW 7 km/h, 9 km/h
3334075,2018-11-29,Day,Partial sunshine; nice and warm,24,27,S 6 km/h, 11 km/h
3334075,2018-11-29,Night,Clear to partly cloudy,7,7,N 6 km/h, 9 km/h
887137,2018-11-29,Day,More sunshine than clouds; very warm,30,32,SE 6 km/h, 9 km/h
887137,2018-11-29,Night,Mainly clear,8,8,NW 7 km/h, 9 km/h
3350460,2018-11-29,Day,More sunshine than clouds; very warm,30,32,SE 6 km/h, 9 km/h
3350460,2018-11-29,Night,Mainly clear,8,8,NW 7 km/h, 9 km/h
3350505,2018-11-29,Day,Partial sunshine; hot,33,35,SSW 6 km/h, 9 km/h
3350505,2018-11-29,Night,Mainly clear,9,9,NE 6 km/h, 9 km/h
186882,2018-11-29,Day,Partial sunshine; hot,34,36,WNW 6 km/h, 9 km/h
186882,2018-11-29,Night,Clear,12,12,E 7 km/h, 9 km/h
3348454,2018-11-29,Day,Mostly sunny; pleasant,21,24,WSW 6 km/h, 9 km/h
3348454,2018-11-29,Night,Mainly clear; chilly,2,2,ENE 6 km/h, 9 km/h
3333733,2018-11-29,Day,Mostly sunny; pleasant,18,22,S 6 km/h, 11 km/h
3347549,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3333733,2018-11-29,Night,Clear,2,3,NNE 6 km/h, 9 km/h
3347549,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3348476,2018-11-29,Day,Mostly sunny; pleasant,21,24,WSW 6 km/h, 9 km/h
3348476,2018-11-29,Night,Mainly clear; chilly,2,2,ENE 6 km/h, 9 km/h
3348567,2018-11-29,Day,Mostly sunny; nice,23,26,E 6 km/h, 11 km/h
3348567,2018-11-29,Night,Clear,6,6,WNW 7 km/h, 9 km/h
3348459,2018-11-29,Day,Mostly sunny; pleasant,21,24,WSW 6 km/h, 9 km/h
3348459,2018-11-29,Night,Mainly clear; chilly,2,2,ENE 6 km/h, 9 km/h
3348077,2018-11-29,Day,Sunshine; pleasant,25,28,ESE 6 km/h, 9 km/h
3348077,2018-11-29,Night,Mainly clear,8,7,ENE 7 km/h, 9 km/h
3347689,2018-11-29,Day,Mostly sunny; pleasant,18,22,S 6 km/h, 11 km/h
3347689,2018-11-29,Night,Clear,2,3,NNE 6 km/h, 9 km/h
3347860,2018-11-29,Day,Mostly sunny; pleasant,18,22,S 6 km/h, 11 km/h
3347860,2018-11-29,Night,Clear,2,3,NNE 6 km/h, 9 km/h
3349417,2018-11-29,Day,More sunshine than clouds; hot,34,36,ESE 6 km/h, 9 km/h
3349417,2018-11-29,Night,Clear,12,11,NNW 7 km/h, 9 km/h
3347879,2018-11-29,Day,Sunny,27,30,SSW 6 km/h, 9 km/h
3347879,2018-11-29,Night,Clear,8,8,NW 7 km/h, 9 km/h
3348233,2018-11-29,Day,Partial sunshine; very warm,28,30,SSW 6 km/h, 9 km/h
3348233,2018-11-29,Night,Clear,8,8,E 7 km/h, 9 km/h
3348008,2018-11-29,Day,Mostly sunny; very warm,29,31,ESE 4 km/h, 7 km/h
3348008,2018-11-29,Night,Clear,9,10,S 6 km/h, 7 km/h
3348046,2018-11-29,Day,Sunshine and patchy clouds; hot,34,36,SSW 4 km/h, 7 km/h
3348046,2018-11-29,Night,Clear,11,11,SSE 6 km/h, 9 km/h
3348492,2018-11-29,Day,Mostly sunny; pleasant,21,24,WSW 6 km/h, 9 km/h
3348492,2018-11-29,Night,Mainly clear; chilly,2,2,ENE 6 km/h, 9 km/h
3349392,2018-11-29,Day,Partial sunshine; hot,34,36,WNW 6 km/h, 9 km/h
3349392,2018-11-29,Night,Clear,12,12,E 7 km/h, 9 km/h
3349059,2018-11-29,Day,Sun and some clouds,27,29,ESE 6 km/h, 11 km/h
3349059,2018-11-29,Night,Mostly clear,12,12,N 4 km/h, 7 km/h
3349391,2018-11-29,Day,Partial sunshine; hot,34,36,WNW 6 km/h, 9 km/h
3349391,2018-11-29,Night,Clear,12,12,E 7 km/h, 9 km/h
3349831,2018-11-29,Day,More sunshine than clouds; hot,34,36,ESE 6 km/h, 9 km/h
3349831,2018-11-29,Night,Clear,12,11,NNW 7 km/h, 9 km/h
3349852,2018-11-29,Day,More sunshine than clouds; very warm,28,31,S 6 km/h, 9 km/h
3349852,2018-11-29,Night,Clear,9,9,NW 7 km/h, 9 km/h
3349761,2018-11-29,Day,Periods of clouds and sunshine; nice and warm,26,29,SE 6 km/h, 13 km/h
3349761,2018-11-29,Night,Mainly clear,5,3,NE 7 km/h, 13 km/h
3349060,2018-11-29,Day,Sun and some clouds,27,29,ESE 6 km/h, 11 km/h
3349060,2018-11-29,Night,Mostly clear,12,12,N 4 km/h, 7 km/h
3350299,2018-11-29,Day,Periods of clouds and sunshine; very warm,29,31,W 6 km/h, 11 km/h
3350299,2018-11-29,Night,Clear,8,7,NNE 7 km/h, 11 km/h
3349107,2018-11-29,Day,Sunshine and patchy clouds; very warm,30,32,ENE 6 km/h, 9 km/h
3349107,2018-11-29,Night,Mainly clear,10,10,WNW 6 km/h, 9 km/h
3349923,2018-11-29,Day,Partly sunny; nice and warm,22,25,SSE 6 km/h, 9 km/h
3349923,2018-11-29,Night,Clear to partly cloudy,6,6,NNW 7 km/h, 9 km/h
3348525,2018-11-29,Day,Sunshine; pleasant,25,28,ESE 6 km/h, 9 km/h
3348525,2018-11-29,Night,Mainly clear,8,7,ENE 7 km/h, 9 km/h
3350240,2018-11-29,Day,Partial sunshine; very warm,30,32,SSE 6 km/h, 11 km/h
3350240,2018-11-29,Night,Clear to partly cloudy,10,10,N 6 km/h, 9 km/h
3349499,2018-11-29,Day,Sunshine and patchy clouds; nice,24,28,NW 4 km/h, 7 km/h
3349499,2018-11-29,Night,Mainly clear,4,4,W 6 km/h, 9 km/h
3347831,2018-11-29,Day,Sunny; very warm,30,32,SSE 6 km/h, 9 km/h
3347831,2018-11-29,Night,Clear,11,11,NNW 7 km/h, 9 km/h
3350406,2018-11-29,Day,Some sun; nice,18,22,E 6 km/h, 9 km/h
3350406,2018-11-29,Night,Mainly clear; chilly,2,2,NW 6 km/h, 9 km/h
3349114,2018-11-29,Day,Sunshine and patchy clouds,28,31,NE 6 km/h, 9 km/h
3349114,2018-11-29,Night,Mainly clear,9,9,W 6 km/h, 9 km/h
3334323,2018-11-29,Day,Plenty of sunshine,28,31,WSW 6 km/h, 9 km/h
3334323,2018-11-29,Night,Clear,9,9,NNE 7 km/h, 9 km/h
3333356,2018-11-29,Day,Sunshine and patchy clouds; beautiful,25,28,E 6 km/h, 9 km/h
3333356,2018-11-29,Night,Clear,9,8,NNW 7 km/h, 11 km/h
357115,2018-11-29,Day,Mostly sunny; nice,18,21,W 7 km/h, 15 km/h
357115,2018-11-29,Night,Mainly clear; cold,1,2,ENE 7 km/h, 11 km/h
3334226,2018-11-29,Day,Partly sunny; nice and warm,22,25,SSE 6 km/h, 9 km/h
3334226,2018-11-29,Night,Clear to partly cloudy,6,6,NNW 7 km/h, 9 km/h
3348939,2018-11-29,Day,Sunshine and patchy clouds; beautiful,25,28,E 6 km/h, 9 km/h
3348939,2018-11-29,Night,Clear,9,8,NNW 7 km/h, 11 km/h
3348803,2018-11-29,Day,Sunshine; pleasant,25,28,ESE 6 km/h, 9 km/h
3348803,2018-11-29,Night,Mainly clear,8,7,ENE 7 km/h, 9 km/h
3348834,2018-11-29,Day,Mostly sunny; nice,18,21,W 7 km/h, 15 km/h
3348834,2018-11-29,Night,Mainly clear; cold,1,2,ENE 7 km/h, 11 km/h
196938,2018-11-29,Day,Partly sunny; hot,35,37,S 6 km/h, 9 km/h
196938,2018-11-29,Night,Clear,12,11,NNE 7 km/h, 9 km/h
3348187,2018-11-29,Day,Plenty of sunshine,28,31,WSW 6 km/h, 9 km/h
3348187,2018-11-29,Night,Clear,9,9,NNE 7 km/h, 9 km/h
3349476,2018-11-29,Day,Sunshine and patchy clouds; pleasant,26,29,NE 6 km/h, 9 km/h
3349476,2018-11-29,Night,Mainly clear,6,6,W 6 km/h, 9 km/h
3348975,2018-11-29,Day,Partly sunny; hot,35,37,NNW 4 km/h, 9 km/h
3348975,2018-11-29,Night,Clear,11,12,S 4 km/h, 7 km/h
3334297,2018-11-29,Day,Sunny; very warm,30,32,SSE 6 km/h, 9 km/h
3334297,2018-11-29,Night,Clear,11,11,NNW 7 km/h, 9 km/h
196941,2018-11-29,Day,Sunshine and patchy clouds; hot,34,36,SSW 4 km/h, 7 km/h
196941,2018-11-29,Night,Clear,11,11,SSE 6 km/h, 9 km/h
356912,2018-11-29,Day,More sunshine than clouds; hot,34,36,ESE 6 km/h, 9 km/h
356912,2018-11-29,Night,Clear,12,11,NNW 7 km/h, 9 km/h
3347598,2018-11-29,Day,Mostly sunny; very warm,30,33,NNE 6 km/h, 9 km/h
3347598,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3349047,2018-11-29,Day,Partly sunny; hot,35,37,NNW 4 km/h, 9 km/h
3349047,2018-11-29,Night,Clear,11,12,S 4 km/h, 7 km/h
3348041,2018-11-29,Day,Sunshine and patchy clouds; hot,34,36,SSW 4 km/h, 7 km/h
3347438,2018-11-29,Day,Mostly sunny; pleasant,24,27,SE 4 km/h, 9 km/h
3348041,2018-11-29,Night,Clear,11,11,SSE 6 km/h, 9 km/h
3347438,2018-11-29,Night,Clear,5,7,S 6 km/h, 7 km/h
3347593,2018-11-29,Day,Mostly sunny,27,30,ESE 4 km/h, 7 km/h
3347593,2018-11-29,Night,Clear,10,10,SE 6 km/h, 9 km/h
3349801,2018-11-29,Day,Periods of clouds and sunshine; very warm,31,33,SE 6 km/h, 9 km/h
3349801,2018-11-29,Night,Mainly clear,10,10,NE 7 km/h, 9 km/h
357099,2018-11-29,Day,Sunny; very warm,30,32,SSE 6 km/h, 9 km/h
357099,2018-11-29,Night,Clear,11,11,NNW 7 km/h, 9 km/h
3347792,2018-11-29,Day,Mostly sunny; very warm,32,35,NNE 6 km/h, 9 km/h
3347792,2018-11-29,Night,Clear,13,13,S 6 km/h, 9 km/h
3334299,2018-11-29,Day,Mostly sunny; very warm,30,33,NNE 6 km/h, 9 km/h
3334299,2018-11-29,Night,Clear,12,13,SE 7 km/h, 9 km/h
3349396,2018-11-29,Day,Partial sunshine; hot,34,36,WNW 6 km/h, 9 km/h
3349396,2018-11-29,Night,Clear,12,12,E 7 km/h, 9 km/h
3349810,2018-11-29,Day,Partly sunny; hot,35,37,S 6 km/h, 9 km/h
3349810,2018-11-29,Night,Clear,12,11,NNE 7 km/h, 9 km/h
3350150,2018-11-29,Day,Intervals of clouds and sunshine; very warm,28,31,SE 6 km/h, 9 km/h
3350150,2018-11-29,Night,Mainly clear,7,7,NNE 6 km/h, 9 km/h
357136,2018-11-29,Day,Partly to mostly sunny; very warm,30,32,ENE 6 km/h, 13 km/h
357136,2018-11-29,Night,Clear,10,10,NNW 7 km/h, 9 km/h
202104,2018-11-29,Day,Mostly cloudy,31,30,E 11 km/h, 28 km/h
202104,2018-11-29,Night,Mainly clear,18,19,ESE 9 km/h, 15 km/h
357148,2018-11-29,Day,Mostly sunny; pleasant,18,22,S 6 km/h, 11 km/h
357148,2018-11-29,Night,Clear,2,3,NNE 6 km/h, 9 km/h
191806,2018-11-29,Day,Mostly sunny; comfortable,31,33,ENE 6 km/h, 9 km/h
191806,2018-11-29,Night,Partly cloudy,16,17,WSW 4 km/h, 7 km/h
3350032,2018-11-29,Day,More sunshine than clouds; very warm,28,31,S 6 km/h, 9 km/h
3350032,2018-11-29,Night,Clear,9,9,NW 7 km/h, 9 km/h
2943214,2018-11-29,Day,Mostly sunny; pleasant,30,32,ENE 9 km/h, 15 km/h
2943214,2018-11-29,Night,Mainly clear,20,20,NNE 7 km/h, 11 km/h
191871,2018-11-29,Day,"Cloudy, a passing shower this afternoon",27,28,ENE 13 km/h, 33 km/h
191871,2018-11-29,Night,Low clouds,16,17,NE 7 km/h, 17 km/h
191831,2018-11-29,Day,Partly sunny,33,35,ENE 9 km/h, 26 km/h
191831,2018-11-29,Night,Mainly clear,20,21,NE 7 km/h, 11 km/h
186785,2018-11-29,Day,Mostly cloudy,30,32,ENE 11 km/h, 28 km/h
186785,2018-11-29,Night,Partly cloudy,22,23,ENE 7 km/h, 13 km/h
186784,2018-11-29,Day,Mostly cloudy,30,32,ENE 11 km/h, 28 km/h
186784,2018-11-29,Night,Partly cloudy,22,23,ENE 7 km/h, 13 km/h
186841,2018-11-29,Day,Mostly sunny; comfortable,30,32,ESE 6 km/h, 17 km/h
186841,2018-11-29,Night,Increasing clouds,15,16,N 4 km/h, 7 km/h
191870,2018-11-29,Day,"Mostly cloudy, a shower in spots",30,33,NE 11 km/h, 22 km/h
191870,2018-11-29,Night,"Partly cloudy, a couple of showers",20,21,N 7 km/h, 15 km/h
191834,2018-11-29,Day,Sunny to partly cloudy; nice,32,34,E 7 km/h, 22 km/h
191834,2018-11-29,Night,Partly cloudy,19,18,ESE 6 km/h, 9 km/h
191813,2018-11-29,Day,Mostly sunny; nice,30,32,NE 11 km/h, 20 km/h
191813,2018-11-29,Night,Partly cloudy,21,21,NNE 7 km/h, 13 km/h
202117,2018-11-29,Day,Rather cloudy,32,32,ENE 9 km/h, 18 km/h
202117,2018-11-29,Night,Clear to partly cloudy,18,20,ESE 7 km/h, 15 km/h
191792,2018-11-29,Day,Increasing cloudiness,33,34,E 9 km/h, 22 km/h
191792,2018-11-29,Night,Partly cloudy,17,18,E 7 km/h, 13 km/h
191796,2018-11-29,Day,Sun and clouds; pleasant,32,32,ENE 9 km/h, 17 km/h
191796,2018-11-29,Night,Mainly clear,18,18,SSW 6 km/h, 11 km/h
191835,2018-11-29,Day,Partly sunny; nice,32,34,ENE 7 km/h, 13 km/h
191835,2018-11-29,Night,Mainly clear,20,20,ESE 6 km/h, 9 km/h
191878,2018-11-29,Day,Mostly cloudy,32,33,ENE 9 km/h, 26 km/h
191878,2018-11-29,Night,Mainly clear,20,20,E 7 km/h, 11 km/h
191832,2018-11-29,Day,Sunshine and some clouds; pleasant,32,33,ENE 11 km/h, 20 km/h
191832,2018-11-29,Night,Variable cloudiness,20,22,NE 7 km/h, 13 km/h
2837825,2018-11-29,Day,Turning out cloudy,33,34,E 7 km/h, 18 km/h
2837825,2018-11-29,Night,Partly cloudy,18,19,SE 4 km/h, 13 km/h
191828,2018-11-29,Day,Partly sunny,33,35,ENE 9 km/h, 26 km/h
191828,2018-11-29,Night,Mainly clear,20,21,NE 7 km/h, 11 km/h
191775,2018-11-29,Day,Partly sunny,33,34,E 9 km/h, 17 km/h
191775,2018-11-29,Night,Partly cloudy,19,20,SSE 6 km/h, 11 km/h
2838155,2018-11-29,Day,Rather cloudy,32,32,E 9 km/h, 22 km/h
2838155,2018-11-29,Night,Mainly clear,18,19,SE 9 km/h, 13 km/h
191860,2018-11-29,Day,Considerable cloudiness,30,35,NE 6 km/h, 18 km/h
191860,2018-11-29,Night,Considerable cloudiness,23,23,NE 4 km/h, 9 km/h
2842459,2018-11-29,Day,Cloudy,28,28,ENE 9 km/h, 22 km/h
2842459,2018-11-29,Night,Clouds breaking,15,16,E 7 km/h, 13 km/h
2841849,2018-11-29,Day,"Rather cloudy, a stray shower",30,31,ENE 9 km/h, 17 km/h
2841849,2018-11-29,Night,Patchy clouds,18,19,ESE 6 km/h, 13 km/h
2835781,2018-11-29,Day,Turning out cloudy; less humid,30,34,ENE 7 km/h, 22 km/h
2835781,2018-11-29,Night,Partly cloudy,22,21,E 4 km/h, 7 km/h
191838,2018-11-29,Day,Turning out cloudy; less humid,30,34,ENE 7 km/h, 22 km/h
191838,2018-11-29,Night,Partly cloudy,22,21,E 4 km/h, 7 km/h
201973,2018-11-29,Day,Intervals of clouds and sunshine; nice,30,32,ENE 11 km/h, 20 km/h
201973,2018-11-29,Night,Mainly clear,21,22,E 7 km/h, 15 km/h
191859,2018-11-29,Day,Periods of clouds and sunshine; nice,31,30,E 11 km/h, 22 km/h
191859,2018-11-29,Night,Mainly clear,18,18,ESE 9 km/h, 17 km/h
186857,2018-11-29,Day,Sunny to partly cloudy,33,35,E 7 km/h, 28 km/h
192039,2018-11-29,Day,Sunshine and some clouds; pleasant,32,33,ENE 11 km/h, 20 km/h
186857,2018-11-29,Night,Mainly clear,20,19,ENE 6 km/h, 9 km/h
192039,2018-11-29,Night,Variable cloudiness,20,22,NE 7 km/h, 13 km/h
186834,2018-11-29,Day,Rather cloudy,31,32,ENE 9 km/h, 18 km/h
186834,2018-11-29,Night,Partly cloudy,19,18,SSW 6 km/h, 11 km/h
2840396,2018-11-29,Day,Intervals of clouds and sunshine; pleasant,31,32,E 11 km/h, 17 km/h
2840396,2018-11-29,Night,Partly cloudy,18,19,ESE 9 km/h, 15 km/h
186832,2018-11-29,Day,Partly sunny; comfortable,32,34,E 7 km/h, 13 km/h
186832,2018-11-29,Night,Partly cloudy,18,19,ESE 6 km/h, 11 km/h
191802,2018-11-29,Day,Partly sunny; pleasant,29,32,ENE 7 km/h, 11 km/h
191802,2018-11-29,Night,Clear,18,18,W 6 km/h, 9 km/h
2837788,2018-11-29,Day,Mostly cloudy; less humid,31,33,ENE 9 km/h, 24 km/h
2837788,2018-11-29,Night,Mainly clear,21,22,E 7 km/h, 11 km/h
2835212,2018-11-29,Day,Rather cloudy,32,33,NE 9 km/h, 20 km/h
2835212,2018-11-29,Night,Clear to partly cloudy,21,21,E 6 km/h, 9 km/h
186794,2018-11-29,Day,"A stray morning shower; otherwise, rather cloudy",30,32,NE 11 km/h, 20 km/h
186794,2018-11-29,Night,Becoming partly cloudy,21,22,N 6 km/h, 15 km/h
191854,2018-11-29,Day,Clouds breaking at times for some sunshine,32,32,E 11 km/h, 20 km/h
191854,2018-11-29,Night,Mainly clear,18,20,ESE 7 km/h, 15 km/h
2835410,2018-11-29,Day,Partly sunny,33,34,E 9 km/h, 17 km/h
2835410,2018-11-29,Night,Partly cloudy,19,20,SSE 6 km/h, 11 km/h
186830,2018-11-29,Day,Partly sunny,33,35,ENE 9 km/h, 26 km/h
186830,2018-11-29,Night,Mainly clear,20,21,NE 7 km/h, 11 km/h
186780,2018-11-29,Day,Mostly cloudy,31,31,E 9 km/h, 24 km/h
186780,2018-11-29,Night,Mainly clear,18,18,SE 9 km/h, 15 km/h
191826,2018-11-29,Day,Sunny to partly cloudy; nice,32,34,E 7 km/h, 22 km/h
191826,2018-11-29,Night,Partly cloudy,19,18,ESE 6 km/h, 9 km/h
2838326,2018-11-29,Day,Rather cloudy,31,33,ENE 11 km/h, 18 km/h
2838326,2018-11-29,Night,Clear to partly cloudy,20,21,S 6 km/h, 13 km/h
201939,2018-11-29,Day,Mostly cloudy,32,33,ENE 9 km/h, 15 km/h
201939,2018-11-29,Night,Mainly clear,19,21,SSW 6 km/h, 11 km/h
2838731,2018-11-29,Day,Becoming cloudy,32,32,ENE 11 km/h, 22 km/h
2838731,2018-11-29,Night,Partly cloudy,17,18,E 6 km/h, 11 km/h
201957,2018-11-29,Day,Rather cloudy,33,33,E 9 km/h, 15 km/h
201957,2018-11-29,Night,Patchy clouds,18,18,SE 7 km/h, 15 km/h
191810,2018-11-29,Day,Mostly sunny; nice,31,33,ENE 6 km/h, 11 km/h
191810,2018-11-29,Night,Increasing clouds,17,18,WSW 4 km/h, 9 km/h
2840823,2018-11-29,Day,Overcast this morning; clouds and sun this afternoon,31,33,E 9 km/h, 17 km/h
2840823,2018-11-29,Night,Partly cloudy,18,19,ESE 7 km/h, 13 km/h
191856,2018-11-29,Day,Rather cloudy,31,32,ENE 9 km/h, 17 km/h
191856,2018-11-29,Night,Patchy clouds,18,19,ESE 6 km/h, 13 km/h
191880,2018-11-29,Day,Mostly cloudy; less humid,31,33,ENE 9 km/h, 24 km/h
191880,2018-11-29,Night,Mainly clear,21,22,E 7 km/h, 11 km/h
80,2018-11-29,Day,Mostly sunny; comfortable,31,32,ENE 9 km/h, 20 km/h
80,2018-11-29,Night,Increasing amounts of clouds,20,20,NNE 6 km/h, 13 km/h
2840812,2018-11-29,Day,Overcast this morning; clouds and sun this afternoon,31,33,E 9 km/h, 17 km/h
2840812,2018-11-29,Night,Partly cloudy,18,19,ESE 7 km/h, 13 km/h
191907,2018-11-29,Day,Mostly cloudy,32,34,ENE 9 km/h, 28 km/h
191907,2018-11-29,Night,Mainly clear,20,21,ENE 7 km/h, 11 km/h
202124,2018-11-29,Day,Mostly cloudy,31,32,NE 11 km/h, 18 km/h
202124,2018-11-29,Night,Partly cloudy,19,19,SSE 6 km/h, 13 km/h
191790,2018-11-29,Day,Increasing cloudiness,33,34,E 9 km/h, 22 km/h
191790,2018-11-29,Night,Partly cloudy,17,18,E 7 km/h, 13 km/h
191840,2018-11-29,Day,Mostly cloudy,30,32,ENE 11 km/h, 28 km/h
191840,2018-11-29,Night,Partly cloudy,22,23,ENE 7 km/h, 13 km/h
2833602,2018-11-29,Day,Sunshine and some clouds; pleasant,32,33,ENE 11 km/h, 20 km/h
2833602,2018-11-29,Night,Variable cloudiness,20,22,NE 7 km/h, 13 km/h
186825,2018-11-29,Day,Mostly sunny; nice,30,32,NE 11 km/h, 20 km/h
186825,2018-11-29,Night,Partly cloudy,21,21,NNE 7 km/h, 13 km/h
191058,2018-11-29,Day,Hazy sunshine,30,31,WNW 9 km/h, 17 km/h
191801,2018-11-29,Day,More clouds than sunshine,33,33,ENE 9 km/h, 17 km/h
191801,2018-11-29,Night,Mainly clear,18,19,ESE 7 km/h, 13 km/h
191058,2018-11-29,Night,Hazy,12,13,NW 7 km/h, 11 km/h
2837829,2018-11-29,Day,Rather cloudy,31,33,ENE 9 km/h, 20 km/h
2837829,2018-11-29,Night,Clear to partly cloudy,20,20,SE 6 km/h, 11 km/h
2842553,2018-11-29,Day,"Considerable cloudiness, a shower in the area",30,32,NE 9 km/h, 18 km/h
2842553,2018-11-29,Night,Becoming partly cloudy,19,21,N 6 km/h, 13 km/h
186816,2018-11-29,Day,Mostly cloudy,32,33,ENE 9 km/h, 26 km/h
186816,2018-11-29,Night,Mainly clear,20,20,E 7 km/h, 11 km/h
186831,2018-11-29,Day,Rather cloudy,32,32,E 9 km/h, 22 km/h
186831,2018-11-29,Night,Mainly clear,18,19,SE 9 km/h, 13 km/h
186809,2018-11-29,Day,Mostly sunny; comfortable,31,32,ENE 9 km/h, 20 km/h
186809,2018-11-29,Night,Increasing amounts of clouds,20,20,NNE 6 km/h, 13 km/h
186792,2018-11-29,Day,Times of clouds and sun; nice,32,32,E 11 km/h, 20 km/h
186792,2018-11-29,Night,Partly cloudy,18,20,ESE 7 km/h, 15 km/h
2842305,2018-11-29,Day,"Considerable cloudiness, a shower in the area",30,32,NE 9 km/h, 18 km/h
2842305,2018-11-29,Night,Becoming partly cloudy,19,21,N 6 km/h, 13 km/h
186781,2018-11-29,Day,Mostly sunny; pleasant,30,32,ENE 11 km/h, 22 km/h
186781,2018-11-29,Night,Partly cloudy,22,22,NE 7 km/h, 15 km/h
191877,2018-11-29,Day,Partly sunny,33,35,ENE 9 km/h, 26 km/h
191877,2018-11-29,Night,Mainly clear,20,21,NE 7 km/h, 11 km/h
186788,2018-11-29,Day,Partly sunny; pleasant,32,33,ENE 9 km/h, 17 km/h
186788,2018-11-29,Night,Mainly clear,20,20,S 6 km/h, 9 km/h
191864,2018-11-29,Day,Considerable cloudiness,30,29,E 9 km/h, 17 km/h
191864,2018-11-29,Night,Partly cloudy,16,17,ESE 7 km/h, 13 km/h
186807,2018-11-29,Day,Rather cloudy,33,34,E 7 km/h, 15 km/h
186807,2018-11-29,Night,Patchy clouds,18,19,ESE 7 km/h, 13 km/h
186819,2018-11-29,Day,Rather cloudy,32,32,ENE 9 km/h, 18 km/h
186819,2018-11-29,Night,Clear to partly cloudy,18,20,ESE 7 km/h, 15 km/h
186797,2018-11-29,Day,Considerable cloudiness,26,27,ENE 11 km/h, 24 km/h
186797,2018-11-29,Night,Low clouds breaking,14,16,ENE 7 km/h, 15 km/h
