city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
188686,2018-12-11,Night,Hazy,12,12,NNW 6 km/h, 9 km/h
188674,2018-12-11,Day,Hazy sun,27,29,WNW 7 km/h, 15 km/h
188674,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3246201,2018-12-11,Day,Hazy sun,29,30,NNW 7 km/h, 13 km/h
3246201,2018-12-11,Night,Hazy,12,12,NNW 6 km/h, 9 km/h
188648,2018-12-11,Day,Hazy sunshine,22,24,SSE 7 km/h, 13 km/h
188648,2018-12-11,Night,Hazy,9,9,SE 6 km/h, 9 km/h
188687,2018-12-11,Day,Hazy sunshine,26,28,NNW 7 km/h, 13 km/h
188687,2018-12-11,Night,Hazy,13,13,NNW 7 km/h, 11 km/h
3265958,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3265958,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3271359,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3271359,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
188678,2018-12-11,Day,Hazy sunshine,24,26,E 7 km/h, 13 km/h
188678,2018-12-11,Night,Hazy,9,9,E 6 km/h, 9 km/h
3271386,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3271386,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
188664,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
188664,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3266550,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3266550,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188668,2018-12-11,Day,Hazy sun,24,27,ESE 6 km/h, 15 km/h
188668,2018-12-11,Night,Hazy,12,13,ESE 6 km/h, 9 km/h
3251000,2018-12-11,Day,Hazy sun,23,26,WSW 6 km/h, 11 km/h
3251000,2018-12-11,Night,Hazy,10,12,ESE 6 km/h, 7 km/h
193198,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
193198,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
892114,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
892114,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
3261146,2018-12-11,Day,Hazy sunshine,24,27,E 6 km/h, 9 km/h
3261146,2018-12-11,Night,Hazy,11,11,W 6 km/h, 9 km/h
197432,2018-12-11,Day,Hazy sun,24,26,WNW 7 km/h, 13 km/h
197432,2018-12-11,Night,Hazy,11,12,NW 6 km/h, 9 km/h
203542,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
203542,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
193283,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
193283,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3266126,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
3266126,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
188673,2018-12-11,Day,Hazy sun,27,29,WNW 7 km/h, 15 km/h
188673,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3249964,2018-12-11,Day,Hazy sunshine,24,25,E 7 km/h, 13 km/h
3249964,2018-12-11,Night,Hazy,12,12,NE 6 km/h, 9 km/h
188669,2018-12-11,Day,Hazy sunshine,25,26,SE 6 km/h, 13 km/h
188669,2018-12-11,Night,Hazy,10,10,NE 6 km/h, 9 km/h
188650,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
188650,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
188658,2018-12-11,Day,Hazy sun,24,26,E 6 km/h, 11 km/h
188658,2018-12-11,Night,Hazy,11,13,ESE 6 km/h, 9 km/h
188657,2018-12-11,Day,Hazy sunshine,25,27,WNW 7 km/h, 11 km/h
188657,2018-12-11,Night,Hazy,11,12,NW 6 km/h, 11 km/h
3272016,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3272016,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
188675,2018-12-11,Day,Hazy sun,25,27,NW 7 km/h, 15 km/h
188675,2018-12-11,Night,Hazy,11,11,NW 6 km/h, 7 km/h
188685,2018-12-11,Day,Hazy sunshine,27,28,NNW 6 km/h, 13 km/h
188685,2018-12-11,Night,Hazy,12,12,NNE 6 km/h, 9 km/h
188672,2018-12-11,Day,Hazy sun,25,26,E 6 km/h, 11 km/h
188672,2018-12-11,Night,Hazy,13,13,ENE 6 km/h, 9 km/h
188680,2018-12-11,Day,Hazy sun,26,29,NNW 6 km/h, 11 km/h
188680,2018-12-11,Night,Hazy,12,12,NW 6 km/h, 9 km/h
188688,2018-12-11,Day,Hazy sunshine,27,29,NNW 9 km/h, 15 km/h
188688,2018-12-11,Night,Hazy,13,13,NNW 6 km/h, 9 km/h
187228,2018-12-11,Day,Hazy sunshine,26,28,NNW 7 km/h, 13 km/h
187228,2018-12-11,Night,Hazy,13,13,NNW 7 km/h, 11 km/h
188659,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
188659,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188649,2018-12-11,Day,Hazy sunshine,25,27,NE 6 km/h, 11 km/h
188649,2018-12-11,Night,Hazy,13,14,SSE 6 km/h, 9 km/h
3266653,2018-12-11,Day,"Hazy sun, a shower or thunderstorm in spots this afternoon",24,26,ESE 7 km/h, 22 km/h
3266653,2018-12-11,Night,Hazy,11,11,SE 6 km/h, 11 km/h
3266389,2018-12-11,Day,Hazy sun,27,29,WNW 7 km/h, 15 km/h
3266389,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3271992,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3271992,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
893740,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
893740,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
188652,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
188652,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188671,2018-12-11,Day,Hazy sunshine,24,26,E 7 km/h, 13 km/h
188671,2018-12-11,Night,Hazy,12,13,SSE 6 km/h, 11 km/h
193244,2018-12-11,Day,Hazy sunshine,23,25,ESE 7 km/h, 24 km/h
193244,2018-12-11,Night,Hazy,11,12,SE 6 km/h, 11 km/h
3265859,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3265859,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188681,2018-12-11,Day,Hazy sunshine,27,30,N 7 km/h, 13 km/h
188681,2018-12-11,Night,Partly cloudy,14,14,NW 7 km/h, 9 km/h
3266110,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3266110,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188676,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
188676,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188655,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 13 km/h
188655,2018-12-11,Night,Hazy,10,11,NE 4 km/h, 7 km/h
188677,2018-12-11,Day,Hazy sunshine,26,28,N 6 km/h, 13 km/h
188677,2018-12-11,Night,Hazy,12,12,NNW 6 km/h, 9 km/h
3266370,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3266370,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188656,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 13 km/h
188656,2018-12-11,Night,Hazy,10,11,NE 4 km/h, 7 km/h
188661,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
188661,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3266160,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3266160,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
188651,2018-12-11,Day,Hazy sun,25,27,NW 7 km/h, 15 km/h
188651,2018-12-11,Night,Hazy,11,11,NW 6 km/h, 7 km/h
3246976,2018-12-11,Day,Hazy sun,29,30,NNW 7 km/h, 13 km/h
3246976,2018-12-11,Night,Hazy,12,12,NNW 6 km/h, 9 km/h
188647,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
188647,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
3253383,2018-12-11,Day,Hazy sun,27,28,N 7 km/h, 13 km/h
3253383,2018-12-11,Night,Hazy,12,12,N 6 km/h, 9 km/h
3258947,2018-12-11,Day,Hazy sun,25,27,NW 7 km/h, 15 km/h
3258947,2018-12-11,Night,Hazy,11,11,NW 6 km/h, 7 km/h
3261775,2018-12-11,Day,Hazy sun,25,27,NW 7 km/h, 15 km/h
3261775,2018-12-11,Night,Hazy,11,11,NW 6 km/h, 7 km/h
3265882,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
3265882,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
188660,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
188660,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
198514,2018-12-11,Day,Hazy sunshine,24,27,E 6 km/h, 9 km/h
198514,2018-12-11,Night,Hazy,11,11,W 6 km/h, 9 km/h
193223,2018-12-11,Day,Hazy sun,24,26,E 6 km/h, 11 km/h
193223,2018-12-11,Night,Hazy,11,13,ESE 6 km/h, 9 km/h
3266832,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
3266832,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
188684,2018-12-11,Day,Hazy sun,29,30,NNW 7 km/h, 13 km/h
188684,2018-12-11,Night,Hazy,12,12,NNW 6 km/h, 9 km/h
3262009,2018-12-11,Day,Hazy sunshine,25,27,NE 6 km/h, 11 km/h
3262009,2018-12-11,Night,Hazy,13,14,SSE 6 km/h, 9 km/h
3266258,2018-12-11,Day,Hazy sunshine,26,29,NW 6 km/h, 11 km/h
3266258,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3266490,2018-12-11,Day,Hazy sun,27,29,WNW 7 km/h, 15 km/h
3266490,2018-12-11,Night,Hazy,13,13,NW 6 km/h, 9 km/h
3253970,2018-12-11,Day,Hazy sunshine,24,26,ENE 7 km/h, 22 km/h
3253970,2018-12-11,Night,Hazy,12,12,NE 6 km/h, 9 km/h
3266588,2018-12-11,Day,"Hazy sun, a shower or thunderstorm in spots this afternoon",24,26,ESE 7 km/h, 22 km/h
3266588,2018-12-11,Night,Hazy,11,11,SE 6 km/h, 11 km/h
3266118,2018-12-11,Day,Hazy sunshine,26,28,NNE 6 km/h, 9 km/h
3266118,2018-12-11,Night,Hazy,11,11,WNW 6 km/h, 7 km/h
3271886,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3271886,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
3260666,2018-12-11,Day,Hazy sunshine,24,27,E 6 km/h, 9 km/h
3260666,2018-12-11,Night,Hazy,11,11,W 6 km/h, 9 km/h
3271424,2018-12-11,Day,Partly sunny,24,27,NNW 4 km/h, 9 km/h
3271424,2018-12-11,Night,Hazy,12,13,N 6 km/h, 9 km/h
2875693,2018-12-11,Day,Partly sunny,34,38,WNW 6 km/h, 9 km/h
2875693,2018-12-11,Night,Mainly clear,22,21,NE 6 km/h, 7 km/h
3262346,2018-12-11,Day,Hazy sun,25,27,NW 7 km/h, 15 km/h
3262346,2018-12-11,Night,Hazy,11,11,NW 6 km/h, 7 km/h
2875504,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2875504,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
2875476,2018-12-11,Day,Times of clouds and sun; cool,23,28,SSE 7 km/h, 24 km/h
2875476,2018-12-11,Night,"A passing shower this evening; otherwise, partly cloudy",20,19,ESE 4 km/h, 9 km/h
2875671,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875671,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875590,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875590,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875745,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
2875745,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2875589,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
2875589,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2871605,2018-12-11,Day,Rather cloudy,35,36,E 9 km/h, 33 km/h
2871605,2018-12-11,Night,Patchy clouds,21,21,SE 6 km/h, 7 km/h
2875742,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875742,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
889209,2018-12-11,Day,Partly sunny,35,39,S 7 km/h, 17 km/h
889209,2018-12-11,Night,"Mostly cloudy, spotty showers",24,26,NE 7 km/h, 13 km/h
2875213,2018-12-11,Day,"Intervals of clouds and sunshine, a thunderstorm in spots this afternoon",33,37,NW 6 km/h, 11 km/h
2875213,2018-12-11,Night,"A shower in spots this evening; otherwise, patchy clouds",21,22,E 4 km/h, 9 km/h
2875768,2018-12-11,Day,Times of clouds and sun,34,38,SSW 6 km/h, 11 km/h
2875768,2018-12-11,Night,"Partly cloudy, a stray shower",23,26,ESE 4 km/h, 9 km/h
2875752,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
2875752,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2875317,2018-12-11,Day,Partly sunny; comfortable,29,34,N 6 km/h, 9 km/h
2875317,2018-12-11,Night,Partly cloudy,18,19,SSE 4 km/h, 9 km/h
2875193,2018-12-11,Day,Intervals of clouds and sunshine; delightful,32,38,SSW 7 km/h, 18 km/h
2875193,2018-12-11,Night,Variable cloudiness,26,31,NNW 4 km/h, 11 km/h
2875758,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875758,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
188828,2018-12-11,Day,Rather cloudy,35,36,E 9 km/h, 33 km/h
188828,2018-12-11,Night,Patchy clouds,21,21,SE 6 km/h, 7 km/h
2875645,2018-12-11,Day,Mostly sunny,33,38,NW 7 km/h, 17 km/h
2875645,2018-12-11,Night,Mainly clear,23,26,N 7 km/h, 13 km/h
193788,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
193788,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2871600,2018-12-11,Day,Times of clouds and sun,34,38,SSW 6 km/h, 11 km/h
2871600,2018-12-11,Night,"Partly cloudy, a stray shower",23,26,ESE 4 km/h, 9 km/h
2871650,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
2871650,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
204226,2018-12-11,Day,Partly sunny,34,38,WNW 6 km/h, 9 km/h
204226,2018-12-11,Night,Mainly clear,22,21,NE 6 km/h, 7 km/h
2875484,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2875484,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
2875621,2018-12-11,Day,Mostly sunny,33,38,NW 7 km/h, 17 km/h
2875621,2018-12-11,Night,Mainly clear,23,26,N 7 km/h, 13 km/h
193767,2018-12-11,Day,Intervals of clouds and sunshine; delightful,32,38,SSW 7 km/h, 18 km/h
193767,2018-12-11,Night,Variable cloudiness,26,31,NNW 4 km/h, 11 km/h
2875741,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
2875741,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2875829,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
2875829,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2871525,2018-12-11,Day,Times of clouds and sun; cool,23,28,SSE 7 km/h, 24 km/h
2871525,2018-12-11,Night,"A passing shower this evening; otherwise, partly cloudy",20,19,ESE 4 km/h, 9 km/h
2875315,2018-12-11,Day,Intervals of clouds and sunshine; nice,28,32,ENE 6 km/h, 15 km/h
2875315,2018-12-11,Night,"Patchy clouds, a shower in places late",18,17,SE 4 km/h, 7 km/h
2875757,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875757,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
193835,2018-12-11,Day,Intervals of clouds and sunshine,33,37,S 7 km/h, 15 km/h
193835,2018-12-11,Night,Variable cloudiness,24,27,ESE 6 km/h, 13 km/h
2875727,2018-12-11,Day,Sunshine and some clouds,34,38,NNW 11 km/h, 26 km/h
2875727,2018-12-11,Night,"Partly cloudy, a shower",24,28,N 7 km/h, 17 km/h
2871199,2018-12-11,Day,Times of clouds and sun; cool,23,28,SSE 7 km/h, 24 km/h
2871199,2018-12-11,Night,"A passing shower this evening; otherwise, partly cloudy",20,19,ESE 4 km/h, 9 km/h
2875585,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
2875585,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2875105,2018-12-11,Day,Intervals of clouds and sunshine; less humid,34,39,SSW 7 km/h, 17 km/h
2875105,2018-12-11,Night,"Partly cloudy, humid; a passing shower late",23,29,NNE 4 km/h, 11 km/h
193884,2018-12-11,Day,Mostly sunny,33,38,NW 7 km/h, 17 km/h
193884,2018-12-11,Night,Mainly clear,23,26,N 7 km/h, 13 km/h
2875667,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875667,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875756,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875756,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
204218,2018-12-11,Day,Mostly sunny,33,38,NW 7 km/h, 17 km/h
204218,2018-12-11,Night,Mainly clear,23,26,N 7 km/h, 13 km/h
2871648,2018-12-11,Day,Sunshine and some clouds,34,38,NNW 11 km/h, 26 km/h
2871648,2018-12-11,Night,"Partly cloudy, a shower",24,28,N 7 km/h, 17 km/h
2875666,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875666,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875503,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2875503,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
2875387,2018-12-11,Day,Intervals of clouds and sunshine; less humid,34,39,SSW 7 km/h, 17 km/h
2875387,2018-12-11,Night,"Partly cloudy, humid; a passing shower late",23,29,NNE 4 km/h, 11 km/h
2871376,2018-12-11,Day,Partly sunny,35,37,NNW 7 km/h, 15 km/h
2871376,2018-12-11,Night,Clear,21,22,N 6 km/h, 13 km/h
193818,2018-12-11,Day,Intervals of clouds and sunshine,33,36,SSW 6 km/h, 15 km/h
193818,2018-12-11,Night,Partly cloudy,21,21,ENE 4 km/h, 7 km/h
2875395,2018-12-11,Day,Partly sunny,34,39,NNW 7 km/h, 15 km/h
2875395,2018-12-11,Night,"Partly cloudy, a passing shower late",24,26,NNE 6 km/h, 13 km/h
2871524,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2871524,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
2875665,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875665,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875712,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
2875712,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2875221,2018-12-11,Day,Partly sunny,35,39,S 7 km/h, 17 km/h
2875221,2018-12-11,Night,"Mostly cloudy, spotty showers",24,26,NE 7 km/h, 13 km/h
193769,2018-12-11,Day,Partly sunny,34,39,NNW 7 km/h, 15 km/h
193769,2018-12-11,Night,"Partly cloudy, a passing shower late",24,26,NNE 6 km/h, 13 km/h
204234,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
204234,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2875755,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875755,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
890399,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
890399,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2871521,2018-12-11,Day,Times of clouds and sun; cool,23,28,SSE 7 km/h, 24 km/h
2871521,2018-12-11,Night,"A passing shower this evening; otherwise, partly cloudy",20,19,ESE 4 km/h, 9 km/h
2875620,2018-12-11,Day,Mostly sunny,33,38,NW 7 km/h, 17 km/h
2875620,2018-12-11,Night,Mainly clear,23,26,N 7 km/h, 13 km/h
2871520,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2871520,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
2875793,2018-12-11,Day,Rather cloudy,35,36,E 9 km/h, 33 km/h
2875793,2018-12-11,Night,Patchy clouds,21,21,SE 6 km/h, 7 km/h
188827,2018-12-11,Day,Times of clouds and sun,34,38,SSW 6 km/h, 11 km/h
188827,2018-12-11,Night,"Partly cloudy, a stray shower",23,26,ESE 4 km/h, 9 km/h
2871273,2018-12-11,Day,Partly sunny,34,39,NNW 7 km/h, 15 km/h
2871273,2018-12-11,Night,"Partly cloudy, a passing shower late",24,26,NNE 6 km/h, 13 km/h
2875726,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
2875726,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2875448,2018-12-11,Day,Some sunshine,33,38,SSW 7 km/h, 15 km/h
2875448,2018-12-11,Night,"Patchy clouds, a couple of showers late",24,28,NE 6 km/h, 13 km/h
2871452,2018-12-11,Day,Mostly sunny,34,38,NW 9 km/h, 18 km/h
2871452,2018-12-11,Night,Mainly clear,23,27,NNW 7 km/h, 17 km/h
193792,2018-12-11,Day,Partly sunny,35,39,S 7 km/h, 17 km/h
193792,2018-12-11,Night,"Mostly cloudy, spotty showers",24,26,NE 7 km/h, 13 km/h
2875814,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
2875814,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2875711,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
2875711,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2875634,2018-12-11,Day,Some sunshine,33,38,SSW 7 km/h, 15 km/h
2875634,2018-12-11,Night,"Patchy clouds, a couple of showers late",24,28,NE 6 km/h, 13 km/h
2871562,2018-12-11,Day,Some sunshine,33,38,SSW 7 km/h, 15 km/h
2871562,2018-12-11,Night,"Patchy clouds, a couple of showers late",24,28,NE 6 km/h, 13 km/h
2875405,2018-12-11,Day,Intervals of clouds and sunshine; nice,26,29,ESE 6 km/h, 13 km/h
2875405,2018-12-11,Night,Patchy clouds,17,18,ENE 4 km/h, 6 km/h
2875739,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
2875739,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2871343,2018-12-11,Day,Partly sunny; comfortable,29,34,N 6 km/h, 9 km/h
2871343,2018-12-11,Night,Partly cloudy,18,19,SSE 4 km/h, 9 km/h
193793,2018-12-11,Day,Partial sunshine,35,39,SSW 6 km/h, 11 km/h
193793,2018-12-11,Night,Clear to partly cloudy,22,24,NE 6 km/h, 7 km/h
2871214,2018-12-11,Day,Intervals of clouds and sunshine; delightful,32,38,SSW 7 km/h, 18 km/h
2871214,2018-12-11,Night,Variable cloudiness,26,31,NNW 4 km/h, 11 km/h
2875220,2018-12-11,Day,Partly sunny,35,39,S 7 km/h, 17 km/h
2875220,2018-12-11,Night,"Mostly cloudy, spotty showers",24,26,NE 7 km/h, 13 km/h
2871567,2018-12-11,Day,Times of clouds and sun,34,38,SSW 6 km/h, 11 km/h
2871567,2018-12-11,Night,"Partly cloudy, a stray shower",23,26,ESE 4 km/h, 9 km/h
2875692,2018-12-11,Day,Partly sunny,34,38,WNW 6 km/h, 9 km/h
2875692,2018-12-11,Night,Mainly clear,22,21,NE 6 km/h, 7 km/h
2875584,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
2875584,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2871451,2018-12-11,Day,Mostly sunny,34,38,NW 9 km/h, 18 km/h
2871451,2018-12-11,Night,Mainly clear,23,27,NNW 7 km/h, 17 km/h
891056,2018-12-11,Day,Partly sunny,34,38,NNW 9 km/h, 18 km/h
891056,2018-12-11,Night,"Partly cloudy, a passing shower late",23,27,NNE 7 km/h, 17 km/h
2875583,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
2875583,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2875664,2018-12-11,Day,Partly sunny,33,39,SW 7 km/h, 15 km/h
2875664,2018-12-11,Night,Clear to partly cloudy,24,27,NW 7 km/h, 13 km/h
2875582,2018-12-11,Day,Sunshine and patchy clouds,33,37,NW 9 km/h, 17 km/h
2875582,2018-12-11,Night,Clear to partly cloudy,24,25,N 7 km/h, 13 km/h
2871348,2018-12-11,Day,Intervals of clouds and sunshine; nice,28,32,ENE 6 km/h, 15 km/h
2871348,2018-12-11,Night,"Patchy clouds, a shower in places late",18,17,SE 4 km/h, 7 km/h
2875531,2018-12-11,Day,Some sunshine,33,38,SSW 7 km/h, 15 km/h
2875531,2018-12-11,Night,"Patchy clouds, a couple of showers late",24,28,NE 6 km/h, 13 km/h
2875192,2018-12-11,Day,Times of clouds and sun,32,37,SSE 4 km/h, 9 km/h
2875192,2018-12-11,Night,"Partly cloudy, a shower in spots late",23,25,N 6 km/h, 9 km/h
2875502,2018-12-11,Day,Sunshine and some clouds,34,38,S 9 km/h, 22 km/h
2875502,2018-12-11,Night,"Partly cloudy, a couple of showers around, mainly late",25,28,SE 6 km/h, 13 km/h
193803,2018-12-11,Day,Sunshine and some clouds,34,38,NNW 11 km/h, 26 km/h
193803,2018-12-11,Night,"Partly cloudy, a shower",24,28,N 7 km/h, 17 km/h
2871583,2018-12-11,Day,Times of clouds and sun,34,38,SSW 6 km/h, 11 km/h
