city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
191576,2018-12-11,Night,Partly cloudy,15,15,NNW 6 km/h, 9 km/h
206691,2018-12-11,Day,Sunny much of the time; pleasant,26,28,N 7 km/h, 15 km/h
206691,2018-12-11,Night,Partly cloudy,15,15,NNW 7 km/h, 9 km/h
3323885,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
3323885,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
3324378,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
3324378,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
3324379,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
3324379,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
3324373,2018-12-11,Day,Hazy sun,29,31,NNE 9 km/h, 20 km/h
3324373,2018-12-11,Night,Hazy,19,18,NNE 7 km/h, 15 km/h
3324371,2018-12-11,Day,Hazy sun,29,31,NNE 9 km/h, 20 km/h
3324371,2018-12-11,Night,Hazy,19,18,NNE 7 km/h, 15 km/h
3324375,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
3324375,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
3324400,2018-12-11,Day,Hazy sunshine,31,33,W 9 km/h, 24 km/h
3324400,2018-12-11,Night,Hazy,21,20,NW 9 km/h, 15 km/h
3324370,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
3324370,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
890456,2018-12-11,Day,Hazy sunshine,31,32,NNE 7 km/h, 15 km/h
890456,2018-12-11,Night,Hazy,18,18,NE 7 km/h, 15 km/h
201516,2018-12-11,Day,Intervals of clouds and sunshine; nice,24,25,N 7 km/h, 24 km/h
201516,2018-12-11,Night,Rather cloudy,8,9,NNE 7 km/h, 9 km/h
201478,2018-12-11,Day,A thick cloud cover,13,15,SSE 6 km/h, 9 km/h
201478,2018-12-11,Night,"Mainly cloudy, a couple of showers late",2,1,NE 6 km/h, 9 km/h
3016531,2018-12-11,Day,Intervals of clouds and sunshine; nice,29,30,ESE 6 km/h, 15 km/h
3016531,2018-12-11,Night,Rather cloudy,8,9,NNE 7 km/h, 9 km/h
191349,2018-12-11,Day,A thick cloud cover,13,15,SSE 6 km/h, 9 km/h
191349,2018-12-11,Night,"Mainly cloudy, a couple of showers late",2,1,NE 6 km/h, 9 km/h
191351,2018-12-11,Day,Intervals of clouds and sunshine; nice,29,30,ESE 6 km/h, 15 km/h
191351,2018-12-11,Night,Rather cloudy,8,9,NNE 7 km/h, 9 km/h
3008848,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008848,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3010869,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3010869,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191354,2018-12-11,Day,Considerable cloudiness; comfortable,25,25,SSE 6 km/h, 11 km/h
191354,2018-12-11,Night,Rather cloudy; chilly,5,6,ENE 6 km/h, 9 km/h
3008300,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008300,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191348,2018-12-11,Day,Intervals of clouds and sunshine; nice,27,28,ENE 6 km/h, 13 km/h
191348,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 11 km/h
3006345,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3006345,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3016643,2018-12-11,Day,Intervals of clouds and sunshine; nice,27,28,ENE 6 km/h, 13 km/h
3016643,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 11 km/h
3004113,2018-12-11,Day,Intervals of clouds and sunshine; beautiful,22,23,W 6 km/h, 11 km/h
3004113,2018-12-11,Night,Rather cloudy; chilly,7,8,NE 7 km/h, 9 km/h
3008782,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008782,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3007407,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3007407,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3016493,2018-12-11,Day,Intervals of clouds and sunshine; pleasant,27,28,ENE 6 km/h, 11 km/h
3016493,2018-12-11,Night,Considerable clouds,8,10,NE 6 km/h, 9 km/h
191341,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
191341,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3008829,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008829,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191356,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
191356,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191347,2018-12-11,Day,A thick cloud cover,20,21,NNE 6 km/h, 9 km/h
191347,2018-12-11,Night,Mainly cloudy; cold,1,1,NNE 6 km/h, 9 km/h
3007734,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3007734,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
201458,2018-12-11,Day,Intervals of clouds and sunshine; beautiful,22,23,W 6 km/h, 11 km/h
201458,2018-12-11,Night,Rather cloudy; chilly,7,8,NE 7 km/h, 9 km/h
3008453,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008453,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191361,2018-12-11,Day,Intervals of clouds and sunshine; pleasant,27,29,SSE 7 km/h, 22 km/h
191361,2018-12-11,Night,Rather cloudy; chilly,7,8,NE 7 km/h, 9 km/h
191350,2018-12-11,Day,Considerable cloudiness; comfortable,24,24,NNW 4 km/h, 9 km/h
191350,2018-12-11,Night,Rather cloudy; cold,1,2,NE 6 km/h, 9 km/h
201454,2018-12-11,Day,"A thick cloud cover, a passing shower this afternoon",16,19,NNW 6 km/h, 11 km/h
201454,2018-12-11,Night,Mainly cloudy; cold,2,1,NE 7 km/h, 9 km/h
3016458,2018-12-11,Day,Intervals of clouds and sunshine; pleasant,27,28,ENE 6 km/h, 11 km/h
3016458,2018-12-11,Night,Considerable clouds,8,10,NE 6 km/h, 9 km/h
3009170,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3009170,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3008023,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3008023,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
191346,2018-12-11,Day,Intervals of clouds and sunshine,12,16,SE 6 km/h, 13 km/h
191346,2018-12-11,Night,Mainly cloudy; cold; freezing temperatures in the normally colder spots,2,1,NE 7 km/h, 11 km/h
3004108,2018-12-11,Day,Intervals of clouds and sunshine; beautiful,22,23,W 6 km/h, 11 km/h
3004108,2018-12-11,Night,Rather cloudy; chilly,7,8,NE 7 km/h, 9 km/h
3009303,2018-12-11,Day,Intervals of clouds and sunshine; nice,25,26,N 7 km/h, 15 km/h
3009303,2018-12-11,Night,Mainly cloudy,9,10,NE 7 km/h, 9 km/h
3016432,2018-12-11,Day,Intervals of clouds and sunshine; pleasant,27,28,ENE 6 km/h, 11 km/h
3016432,2018-12-11,Night,Considerable clouds,8,10,NE 6 km/h, 9 km/h
