city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
202439,2018-12-12,Night,Hazy,15,15,N 11 km/h, 15 km/h
895229,2018-12-12,Day,Hazy sunshine,34,35,N 7 km/h, 18 km/h
895229,2018-12-12,Night,Hazy,15,16,NE 7 km/h, 13 km/h
202441,2018-12-12,Day,Mostly sunny; pleasant,29,35,NNE 6 km/h, 17 km/h
202441,2018-12-12,Night,Hazy,18,18,N 11 km/h, 17 km/h
188162,2018-12-12,Day,Hazy sunshine,29,29,N 13 km/h, 24 km/h
188162,2018-12-12,Night,Hazy,13,13,N 9 km/h, 18 km/h
197819,2018-12-12,Day,Mostly sunny; pleasant,29,35,NNE 6 km/h, 17 km/h
197819,2018-12-12,Night,Hazy,18,18,N 11 km/h, 17 km/h
188266,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
188266,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188155,2018-12-12,Day,Hazy sun,30,31,NNE 9 km/h, 15 km/h
188155,2018-12-12,Night,Hazy,19,18,N 11 km/h, 17 km/h
2821408,2018-12-12,Day,Hazy sunshine,31,31,N 11 km/h, 33 km/h
2821408,2018-12-12,Night,Hazy,16,16,NNE 11 km/h, 17 km/h
192630,2018-12-12,Day,Hazy sunshine,34,35,N 7 km/h, 18 km/h
192630,2018-12-12,Night,Hazy,15,16,NE 7 km/h, 13 km/h
197790,2018-12-12,Day,Hazy sunshine,30,32,NW 6 km/h, 13 km/h
197790,2018-12-12,Night,Hazy,13,14,NNE 7 km/h, 11 km/h
3039101,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3039101,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188316,2018-12-12,Day,Hazy sun,31,32,NE 9 km/h, 26 km/h
188316,2018-12-12,Night,Hazy,19,19,NW 13 km/h, 24 km/h
202440,2018-12-12,Day,Partly sunny; pleasant,30,30,NNE 11 km/h, 20 km/h
202440,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 20 km/h
188214,2018-12-12,Day,Hazy sun,31,31,NNE 13 km/h, 28 km/h
188214,2018-12-12,Night,Hazy,17,17,NNE 15 km/h, 20 km/h
188225,2018-12-12,Day,Hazy sunshine,29,28,NNE 15 km/h, 33 km/h
188225,2018-12-12,Night,Hazy,14,14,NNE 9 km/h, 17 km/h
188161,2018-12-12,Day,Hazy sun,31,31,NNE 13 km/h, 28 km/h
188161,2018-12-12,Night,Hazy,17,17,NNE 15 km/h, 20 km/h
188218,2018-12-12,Day,Hazy sun,29,28,N 13 km/h, 24 km/h
188218,2018-12-12,Night,Hazy,14,14,NNE 11 km/h, 17 km/h
188146,2018-12-12,Day,Hazy sun,27,30,N 7 km/h, 20 km/h
188146,2018-12-12,Night,Hazy,13,13,N 9 km/h, 13 km/h
192701,2018-12-12,Day,Hazy sunshine,29,29,N 11 km/h, 20 km/h
192701,2018-12-12,Night,Hazy,12,13,N 9 km/h, 13 km/h
188156,2018-12-12,Day,Hazy sun,28,29,N 9 km/h, 22 km/h
188156,2018-12-12,Night,Hazy,11,11,N 9 km/h, 13 km/h
198078,2018-12-12,Day,Hazy sun,30,31,NNE 9 km/h, 15 km/h
198078,2018-12-12,Night,Hazy,19,18,N 11 km/h, 17 km/h
188289,2018-12-12,Day,Hazy sun,30,31,N 9 km/h, 22 km/h
188289,2018-12-12,Night,Hazy,16,16,N 11 km/h, 17 km/h
2815718,2018-12-12,Day,Hazy sun,29,28,NE 15 km/h, 32 km/h
2815718,2018-12-12,Night,Hazy,21,20,NNE 15 km/h, 22 km/h
188163,2018-12-12,Day,Hazy sun,27,30,N 7 km/h, 20 km/h
188163,2018-12-12,Night,Hazy,13,13,N 9 km/h, 13 km/h
188269,2018-12-12,Day,Hazy sun,29,31,N 7 km/h, 17 km/h
188269,2018-12-12,Night,Hazy,15,15,N 11 km/h, 15 km/h
188227,2018-12-12,Day,Hazy sunshine,28,29,N 7 km/h, 18 km/h
188227,2018-12-12,Night,Hazy,12,11,N 9 km/h, 13 km/h
188144,2018-12-12,Day,Hazy sun,29,30,NNE 13 km/h, 22 km/h
188144,2018-12-12,Night,Hazy,14,14,NNE 9 km/h, 18 km/h
2815494,2018-12-12,Day,Hazy sun,30,29,NNE 15 km/h, 26 km/h
2815494,2018-12-12,Night,Hazy,17,17,NNE 13 km/h, 20 km/h
188154,2018-12-12,Day,Hazy sun,30,32,N 7 km/h, 18 km/h
188154,2018-12-12,Night,Hazy,17,17,N 11 km/h, 15 km/h
192634,2018-12-12,Day,Hazy sunshine,34,35,N 7 km/h, 18 km/h
192634,2018-12-12,Night,Hazy,15,16,NE 7 km/h, 13 km/h
3038707,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3038707,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188228,2018-12-12,Day,Hazy sun,27,29,N 9 km/h, 20 km/h
188228,2018-12-12,Night,Hazy,11,12,N 9 km/h, 13 km/h
3038992,2018-12-12,Day,Hazy sunshine,31,30,NE 15 km/h, 35 km/h
3038992,2018-12-12,Night,Hazy,17,17,NNE 13 km/h, 20 km/h
188312,2018-12-12,Day,"Mostly sunny; pleasant, less humid",31,33,NW 7 km/h, 24 km/h
188312,2018-12-12,Night,Hazy,18,18,NNE 15 km/h, 22 km/h
188292,2018-12-12,Day,Hazy sunshine,32,32,NNE 9 km/h, 17 km/h
188292,2018-12-12,Night,Hazy,15,15,NNE 13 km/h, 18 km/h
188153,2018-12-12,Day,Hazy sun,29,31,NNE 11 km/h, 28 km/h
188153,2018-12-12,Night,Hazy,18,18,NNE 13 km/h, 20 km/h
188187,2018-12-12,Day,Hazy sun,27,29,N 7 km/h, 18 km/h
188187,2018-12-12,Night,Hazy,13,13,N 9 km/h, 15 km/h
188188,2018-12-12,Day,Hazy sun,27,29,N 7 km/h, 20 km/h
188188,2018-12-12,Night,Hazy,12,13,N 9 km/h, 13 km/h
188138,2018-12-12,Day,Hazy sun,26,28,N 9 km/h, 20 km/h
188138,2018-12-12,Night,Hazy,11,12,N 9 km/h, 13 km/h
188252,2018-12-12,Day,Hazy sunshine,29,30,N 11 km/h, 24 km/h
188252,2018-12-12,Night,Hazy,13,14,N 11 km/h, 18 km/h
188186,2018-12-12,Day,Hazy sun,28,29,N 9 km/h, 24 km/h
188186,2018-12-12,Night,Hazy,10,11,N 9 km/h, 13 km/h
2821964,2018-12-12,Day,Mostly sunny; pleasant,29,35,NNE 6 km/h, 17 km/h
2821964,2018-12-12,Night,Hazy,18,18,N 11 km/h, 17 km/h
192952,2018-12-12,Day,Partly sunny; pleasant,30,30,NNE 11 km/h, 20 km/h
192952,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 20 km/h
188304,2018-12-12,Day,Hazy sunshine,32,32,NNE 9 km/h, 17 km/h
188304,2018-12-12,Night,Hazy,15,15,NNE 13 km/h, 18 km/h
188147,2018-12-12,Day,Hazy sun,28,30,NNE 7 km/h, 18 km/h
188147,2018-12-12,Night,Hazy,17,17,N 13 km/h, 18 km/h
188319,2018-12-12,Day,Hazy sun,31,31,WNW 11 km/h, 26 km/h
188319,2018-12-12,Night,Hazy,19,19,N 13 km/h, 22 km/h
188242,2018-12-12,Day,Hazy sun,27,29,N 7 km/h, 20 km/h
188242,2018-12-12,Night,Hazy,12,13,N 9 km/h, 13 km/h
188139,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
188139,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188211,2018-12-12,Day,Hazy sun,30,30,NNE 15 km/h, 22 km/h
188211,2018-12-12,Night,Hazy,16,17,NNE 11 km/h, 20 km/h
188184,2018-12-12,Day,Hazy sun,27,30,N 7 km/h, 20 km/h
188184,2018-12-12,Night,Hazy,13,13,N 9 km/h, 13 km/h
188272,2018-12-12,Day,Hazy sun,31,31,NNE 13 km/h, 20 km/h
188272,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 20 km/h
188168,2018-12-12,Day,Hazy sunshine,32,32,NNE 9 km/h, 17 km/h
188168,2018-12-12,Night,Hazy,15,15,NNE 13 km/h, 18 km/h
2817992,2018-12-12,Day,Hazy sun,27,30,NNE 7 km/h, 20 km/h
2817992,2018-12-12,Night,Hazy,15,15,N 11 km/h, 17 km/h
188151,2018-12-12,Day,Hazy sun,31,31,NNE 9 km/h, 18 km/h
188151,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 18 km/h
188165,2018-12-12,Day,Hazy sun,30,29,NNE 15 km/h, 26 km/h
188165,2018-12-12,Night,Hazy,17,17,NNE 13 km/h, 20 km/h
3085153,2018-12-12,Day,"Intervals of clouds and sun, a brief shower or two; cool",17,18,ESE 9 km/h, 15 km/h
3085153,2018-12-12,Night,Hazy,9,10,NE 6 km/h, 9 km/h
188141,2018-12-12,Day,Hazy sun,30,29,NNE 15 km/h, 33 km/h
188141,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 18 km/h
188224,2018-12-12,Day,Hazy sun,26,28,N 9 km/h, 18 km/h
188224,2018-12-12,Night,Hazy,11,12,N 9 km/h, 13 km/h
188134,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
188134,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188150,2018-12-12,Day,Hazy sun,31,31,NNE 9 km/h, 18 km/h
188150,2018-12-12,Night,Hazy,15,15,NNE 11 km/h, 18 km/h
188276,2018-12-12,Day,Hazy sun,30,31,NNE 11 km/h, 24 km/h
188276,2018-12-12,Night,Hazy,15,15,N 11 km/h, 18 km/h
188210,2018-12-12,Day,Hazy sun,29,28,NE 15 km/h, 32 km/h
188210,2018-12-12,Night,Hazy,21,20,NNE 15 km/h, 22 km/h
3038613,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3038613,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188143,2018-12-12,Day,Hazy sun,26,29,SW 7 km/h, 13 km/h
188143,2018-12-12,Night,Hazy,12,12,N 9 km/h, 15 km/h
188145,2018-12-12,Day,Hazy sun,26,27,N 7 km/h, 18 km/h
188145,2018-12-12,Night,Hazy,11,12,N 7 km/h, 13 km/h
2820095,2018-12-12,Day,Hazy sun,31,33,NNE 7 km/h, 15 km/h
2820095,2018-12-12,Night,Hazy,16,16,N 11 km/h, 15 km/h
198125,2018-12-12,Day,Hazy sun,28,28,NNE 11 km/h, 28 km/h
198125,2018-12-12,Night,Hazy,12,12,NNE 9 km/h, 13 km/h
188251,2018-12-12,Day,Hazy sun,30,30,NNE 13 km/h, 22 km/h
188251,2018-12-12,Night,Hazy,16,15,NNE 11 km/h, 20 km/h
188142,2018-12-12,Day,Hazy sunshine,29,29,N 13 km/h, 24 km/h
188142,2018-12-12,Night,Hazy,13,13,N 9 km/h, 18 km/h
188301,2018-12-12,Day,Hazy sun,31,31,N 9 km/h, 30 km/h
188301,2018-12-12,Night,Hazy,16,16,NNE 11 km/h, 17 km/h
192706,2018-12-12,Day,Hazy sun,32,31,NNE 11 km/h, 24 km/h
192706,2018-12-12,Night,Hazy,15,15,NNE 13 km/h, 20 km/h
188243,2018-12-12,Day,Hazy sun,27,29,N 7 km/h, 20 km/h
188243,2018-12-12,Night,Hazy,12,13,N 9 km/h, 13 km/h
188260,2018-12-12,Day,Hazy sunshine,29,30,N 11 km/h, 24 km/h
188260,2018-12-12,Night,Hazy,13,14,N 11 km/h, 18 km/h
188322,2018-12-12,Day,Hazy sun,26,28,N 11 km/h, 26 km/h
188322,2018-12-12,Night,Hazy,12,12,NNE 9 km/h, 13 km/h
188177,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
188177,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
3038496,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3038496,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
188216,2018-12-12,Day,Hazy sun,31,31,NNE 13 km/h, 28 km/h
188216,2018-12-12,Night,Hazy,17,17,NNE 15 km/h, 20 km/h
3038260,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3038260,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
198034,2018-12-12,Day,Hazy sun,27,30,N 7 km/h, 20 km/h
198034,2018-12-12,Night,Hazy,13,13,N 9 km/h, 13 km/h
188136,2018-12-12,Day,Mostly sunny; pleasant,30,30,NNE 11 km/h, 26 km/h
188136,2018-12-12,Night,Hazy,13,14,N 9 km/h, 17 km/h
188166,2018-12-12,Day,Hazy sun,29,30,NNE 9 km/h, 17 km/h
188166,2018-12-12,Night,Hazy,18,17,N 13 km/h, 18 km/h
188259,2018-12-12,Day,Hazy sun,27,30,N 7 km/h, 20 km/h
188259,2018-12-12,Night,Hazy,13,13,N 9 km/h, 13 km/h
192707,2018-12-12,Day,Hazy sun,30,31,NNE 9 km/h, 15 km/h
192707,2018-12-12,Night,Hazy,19,18,N 11 km/h, 17 km/h
3038775,2018-12-12,Day,Partly sunny; pleasant,29,30,N 9 km/h, 20 km/h
3038775,2018-12-12,Night,Hazy,12,14,N 9 km/h, 13 km/h
